time te rho
2.010000e-09 8.207000e+00 1.504000e-03
2.020000e-09 8.386000e+00 1.500000e-03
2.030000e-09 8.569000e+00 1.497000e-03
2.040000e-09 8.756000e+00 1.493000e-03
2.050000e-09 8.947000e+00 1.489000e-03
2.060000e-09 9.143000e+00 1.485000e-03
2.070000e-09 9.342000e+00 1.481000e-03
2.080000e-09 9.546000e+00 1.477000e-03
2.090000e-09 9.754000e+00 1.473000e-03
2.100000e-09 9.966000e+00 1.469000e-03
2.110000e-09 1.018000e+01 1.464000e-03
2.120000e-09 1.040000e+01 1.459000e-03
2.130000e-09 1.063000e+01 1.454000e-03
2.140000e-09 1.086000e+01 1.448000e-03
2.150000e-09 1.109000e+01 1.442000e-03
2.160000e-09 1.133000e+01 1.436000e-03
2.170000e-09 1.157000e+01 1.429000e-03
2.180000e-09 1.181000e+01 1.422000e-03
2.190000e-09 1.206000e+01 1.415000e-03
2.200000e-09 1.231000e+01 1.407000e-03
2.210000e-09 1.257000e+01 1.399000e-03
2.220000e-09 1.283000e+01 1.390000e-03
2.230000e-09 1.309000e+01 1.381000e-03
2.240000e-09 1.336000e+01 1.372000e-03
2.250000e-09 1.363000e+01 1.362000e-03
2.260000e-09 1.390000e+01 1.352000e-03
2.270000e-09 1.418000e+01 1.342000e-03
2.280000e-09 1.446000e+01 1.331000e-03
2.290000e-09 1.474000e+01 1.320000e-03
2.300000e-09 1.503000e+01 1.308000e-03
2.310000e-09 1.532000e+01 1.296000e-03
2.320000e-09 1.561000e+01 1.284000e-03
2.330000e-09 1.590000e+01 1.272000e-03
2.340000e-09 1.620000e+01 1.260000e-03
2.350000e-09 1.650000e+01 1.247000e-03
2.360000e-09 1.680000e+01 1.234000e-03
2.370000e-09 1.710000e+01 1.221000e-03
2.380000e-09 1.741000e+01 1.208000e-03
2.390000e-09 1.771000e+01 1.195000e-03
2.400000e-09 1.802000e+01 1.181000e-03
2.410000e-09 1.833000e+01 1.168000e-03
2.420000e-09 1.864000e+01 1.154000e-03
2.430000e-09 1.895000e+01 1.141000e-03
2.440000e-09 1.926000e+01 1.127000e-03
2.450000e-09 1.957000e+01 1.114000e-03
2.460000e-09 1.989000e+01 1.100000e-03
2.470000e-09 2.020000e+01 1.086000e-03
2.480000e-09 2.052000e+01 1.073000e-03
2.490000e-09 2.083000e+01 1.059000e-03
2.500000e-09 2.115000e+01 1.046000e-03
2.510000e-09 2.146000e+01 1.032000e-03
2.520000e-09 2.177000e+01 1.019000e-03
2.530000e-09 2.209000e+01 1.006000e-03
2.540000e-09 2.240000e+01 9.926000e-04
2.550000e-09 2.271000e+01 9.795000e-04
2.560000e-09 2.303000e+01 9.665000e-04
2.570000e-09 2.334000e+01 9.536000e-04
2.580000e-09 2.365000e+01 9.408000e-04
2.590000e-09 2.395000e+01 9.280000e-04
2.600000e-09 2.426000e+01 9.154000e-04
2.610000e-09 2.456000e+01 9.029000e-04
2.620000e-09 2.487000e+01 8.906000e-04
2.630000e-09 2.517000e+01 8.783000e-04
2.640000e-09 2.547000e+01 8.662000e-04
2.650000e-09 2.576000e+01 8.542000e-04
2.660000e-09 2.606000e+01 8.423000e-04
2.670000e-09 2.635000e+01 8.305000e-04
2.680000e-09 2.664000e+01 8.189000e-04
2.690000e-09 2.693000e+01 8.074000e-04
2.700000e-09 2.721000e+01 7.960000e-04
2.710000e-09 2.749000e+01 7.848000e-04
2.720000e-09 2.777000e+01 7.737000e-04
2.730000e-09 2.805000e+01 7.627000e-04
2.740000e-09 2.832000e+01 7.518000e-04
2.750000e-09 2.859000e+01 7.411000e-04
2.760000e-09 2.886000e+01 7.305000e-04
2.770000e-09 2.913000e+01 7.201000e-04
2.780000e-09 2.939000e+01 7.098000e-04
2.790000e-09 2.965000e+01 6.996000e-04
2.800000e-09 2.991000e+01 6.895000e-04
2.810000e-09 3.016000e+01 6.796000e-04
2.820000e-09 3.041000e+01 6.698000e-04
2.830000e-09 3.066000e+01 6.602000e-04
2.840000e-09 3.090000e+01 6.506000e-04
2.850000e-09 3.115000e+01 6.412000e-04
2.860000e-09 3.139000e+01 6.320000e-04
2.870000e-09 3.162000e+01 6.229000e-04
2.880000e-09 3.186000e+01 6.139000e-04
2.890000e-09 3.209000e+01 6.050000e-04
2.900000e-09 3.232000e+01 5.963000e-04
2.910000e-09 3.254000e+01 5.877000e-04
2.920000e-09 3.277000e+01 5.792000e-04
2.930000e-09 3.299000e+01 5.709000e-04
2.940000e-09 3.321000e+01 5.627000e-04
2.950000e-09 3.342000e+01 5.546000e-04
2.960000e-09 3.364000e+01 5.466000e-04
2.970000e-09 3.385000e+01 5.388000e-04
2.980000e-09 3.405000e+01 5.311000e-04
2.990000e-09 3.426000e+01 5.236000e-04
3.000000e-09 3.446000e+01 5.161000e-04
3.010000e-09 3.466000e+01 5.088000e-04
3.020000e-09 3.486000e+01 5.016000e-04
3.030000e-09 3.506000e+01 4.945000e-04
3.040000e-09 3.525000e+01 4.875000e-04
3.050000e-09 3.544000e+01 4.807000e-04
3.060000e-09 3.563000e+01 4.740000e-04
3.070000e-09 3.581000e+01 4.673000e-04
3.080000e-09 3.600000e+01 4.608000e-04
3.090000e-09 3.618000e+01 4.544000e-04
3.100000e-09 3.635000e+01 4.481000e-04
3.110000e-09 3.653000e+01 4.419000e-04
3.120000e-09 3.670000e+01 4.358000e-04
3.130000e-09 3.687000e+01 4.298000e-04
3.140000e-09 3.703000e+01 4.239000e-04
3.150000e-09 3.719000e+01 4.181000e-04
3.160000e-09 3.735000e+01 4.123000e-04
3.170000e-09 3.751000e+01 4.067000e-04
3.180000e-09 3.766000e+01 4.012000e-04
3.190000e-09 3.781000e+01 3.957000e-04
3.200000e-09 3.795000e+01 3.903000e-04
3.210000e-09 3.810000e+01 3.850000e-04
3.220000e-09 3.824000e+01 3.798000e-04
3.230000e-09 3.837000e+01 3.747000e-04
3.240000e-09 3.851000e+01 3.696000e-04
3.250000e-09 3.864000e+01 3.647000e-04
3.260000e-09 3.876000e+01 3.598000e-04
3.270000e-09 3.888000e+01 3.549000e-04
3.280000e-09 3.900000e+01 3.502000e-04
3.290000e-09 3.912000e+01 3.455000e-04
3.300000e-09 3.923000e+01 3.409000e-04
3.310000e-09 3.934000e+01 3.363000e-04
3.320000e-09 3.944000e+01 3.319000e-04
3.330000e-09 3.954000e+01 3.274000e-04
3.340000e-09 3.964000e+01 3.231000e-04
3.350000e-09 3.973000e+01 3.188000e-04
3.360000e-09 3.982000e+01 3.146000e-04
3.370000e-09 3.990000e+01 3.104000e-04
3.380000e-09 3.998000e+01 3.063000e-04
3.390000e-09 4.006000e+01 3.023000e-04
3.400000e-09 4.014000e+01 2.983000e-04
3.410000e-09 4.021000e+01 2.944000e-04
3.420000e-09 4.027000e+01 2.905000e-04
3.430000e-09 4.033000e+01 2.867000e-04
3.440000e-09 4.039000e+01 2.830000e-04
3.450000e-09 4.045000e+01 2.793000e-04
3.460000e-09 4.050000e+01 2.756000e-04
3.470000e-09 4.055000e+01 2.721000e-04
3.480000e-09 4.060000e+01 2.685000e-04
3.490000e-09 4.064000e+01 2.651000e-04
3.500000e-09 4.068000e+01 2.617000e-04
3.510000e-09 4.072000e+01 2.583000e-04
3.520000e-09 4.075000e+01 2.550000e-04
3.530000e-09 4.078000e+01 2.518000e-04
3.540000e-09 4.081000e+01 2.486000e-04
3.550000e-09 4.084000e+01 2.455000e-04
3.560000e-09 4.086000e+01 2.425000e-04
3.570000e-09 4.088000e+01 2.395000e-04
3.580000e-09 4.090000e+01 2.365000e-04
3.590000e-09 4.092000e+01 2.336000e-04
3.600000e-09 4.093000e+01 2.308000e-04
3.610000e-09 4.095000e+01 2.281000e-04
3.620000e-09 4.096000e+01 2.253000e-04
3.630000e-09 4.097000e+01 2.227000e-04
3.640000e-09 4.098000e+01 2.201000e-04
3.650000e-09 4.099000e+01 2.175000e-04
3.660000e-09 4.099000e+01 2.150000e-04
3.670000e-09 4.099000e+01 2.126000e-04
3.680000e-09 4.100000e+01 2.102000e-04
3.690000e-09 4.100000e+01 2.078000e-04
3.700000e-09 4.099000e+01 2.055000e-04
3.710000e-09 4.099000e+01 2.032000e-04
3.720000e-09 4.098000e+01 2.009000e-04
3.730000e-09 4.098000e+01 1.987000e-04
3.740000e-09 4.097000e+01 1.965000e-04
3.750000e-09 4.095000e+01 1.943000e-04
3.760000e-09 4.094000e+01 1.921000e-04
3.770000e-09 4.093000e+01 1.900000e-04
3.780000e-09 4.091000e+01 1.879000e-04
3.790000e-09 4.089000e+01 1.858000e-04
3.800000e-09 4.087000e+01 1.837000e-04
3.810000e-09 4.085000e+01 1.816000e-04
3.820000e-09 4.082000e+01 1.795000e-04
3.830000e-09 4.080000e+01 1.775000e-04
3.840000e-09 4.077000e+01 1.755000e-04
3.850000e-09 4.074000e+01 1.735000e-04
3.860000e-09 4.071000e+01 1.715000e-04
3.870000e-09 4.068000e+01 1.695000e-04
3.880000e-09 4.064000e+01 1.675000e-04
3.890000e-09 4.061000e+01 1.656000e-04
3.900000e-09 4.057000e+01 1.637000e-04
3.910000e-09 4.053000e+01 1.618000e-04
3.920000e-09 4.050000e+01 1.599000e-04
3.930000e-09 4.046000e+01 1.581000e-04
3.940000e-09 4.042000e+01 1.562000e-04
3.950000e-09 4.038000e+01 1.544000e-04
3.960000e-09 4.034000e+01 1.526000e-04
3.970000e-09 4.030000e+01 1.508000e-04
3.980000e-09 4.025000e+01 1.491000e-04
3.990000e-09 4.021000e+01 1.473000e-04
4.000000e-09 4.016000e+01 1.456000e-04
4.010000e-09 4.012000e+01 1.439000e-04
4.020000e-09 4.007000e+01 1.422000e-04
4.030000e-09 4.003000e+01 1.405000e-04
4.040000e-09 3.998000e+01 1.389000e-04
4.050000e-09 3.993000e+01 1.372000e-04
4.060000e-09 3.988000e+01 1.356000e-04
4.070000e-09 3.983000e+01 1.340000e-04
4.080000e-09 3.978000e+01 1.323000e-04
4.090000e-09 3.973000e+01 1.307000e-04
4.100000e-09 3.968000e+01 1.291000e-04
4.110000e-09 3.963000e+01 1.276000e-04
4.120000e-09 3.957000e+01 1.260000e-04
4.130000e-09 3.952000e+01 1.244000e-04
4.140000e-09 3.947000e+01 1.229000e-04
4.150000e-09 3.941000e+01 1.213000e-04
4.160000e-09 3.936000e+01 1.198000e-04
4.170000e-09 3.930000e+01 1.183000e-04
4.180000e-09 3.925000e+01 1.168000e-04
4.190000e-09 3.919000e+01 1.153000e-04
4.200000e-09 3.913000e+01 1.139000e-04
4.210000e-09 3.908000e+01 1.125000e-04
4.220000e-09 3.902000e+01 1.111000e-04
4.230000e-09 3.897000e+01 1.097000e-04
4.240000e-09 3.892000e+01 1.083000e-04
4.250000e-09 3.886000e+01 1.070000e-04
4.260000e-09 3.881000e+01 1.057000e-04
4.270000e-09 3.875000e+01 1.044000e-04
4.280000e-09 3.870000e+01 1.031000e-04
4.290000e-09 3.865000e+01 1.019000e-04
4.300000e-09 3.860000e+01 1.007000e-04
4.310000e-09 3.855000e+01 9.954000e-05
4.320000e-09 3.850000e+01 9.839000e-05
4.330000e-09 3.845000e+01 9.726000e-05
4.340000e-09 3.840000e+01 9.616000e-05
4.350000e-09 3.835000e+01 9.508000e-05
4.360000e-09 3.830000e+01 9.402000e-05
4.370000e-09 3.825000e+01 9.298000e-05
4.380000e-09 3.820000e+01 9.196000e-05
4.390000e-09 3.816000e+01 9.096000e-05
4.400000e-09 3.811000e+01 8.997000e-05
4.410000e-09 3.806000e+01 8.900000e-05
4.420000e-09 3.801000e+01 8.804000e-05
4.430000e-09 3.796000e+01 8.709000e-05
4.440000e-09 3.791000e+01 8.616000e-05
4.450000e-09 3.786000e+01 8.525000e-05
4.460000e-09 3.782000e+01 8.434000e-05
4.470000e-09 3.777000e+01 8.345000e-05
4.480000e-09 3.772000e+01 8.256000e-05
4.490000e-09 3.767000e+01 8.169000e-05
4.500000e-09 3.762000e+01 8.083000e-05
4.510000e-09 3.757000e+01 7.998000e-05
4.520000e-09 3.752000e+01 7.914000e-05
4.530000e-09 3.747000e+01 7.831000e-05
4.540000e-09 3.742000e+01 7.749000e-05
4.550000e-09 3.737000e+01 7.668000e-05
4.560000e-09 3.732000e+01 7.588000e-05
4.570000e-09 3.727000e+01 7.509000e-05
4.580000e-09 3.721000e+01 7.431000e-05
4.590000e-09 3.716000e+01 7.354000e-05
4.600000e-09 3.711000e+01 7.277000e-05
4.610000e-09 3.706000e+01 7.201000e-05
4.620000e-09 3.701000e+01 7.127000e-05
4.630000e-09 3.695000e+01 7.053000e-05
4.640000e-09 3.690000e+01 6.980000e-05
4.650000e-09 3.685000e+01 6.907000e-05
4.660000e-09 3.680000e+01 6.836000e-05
4.670000e-09 3.674000e+01 6.765000e-05
4.680000e-09 3.669000e+01 6.695000e-05
4.690000e-09 3.663000e+01 6.626000e-05
4.700000e-09 3.658000e+01 6.557000e-05
4.710000e-09 3.653000e+01 6.489000e-05
4.720000e-09 3.647000e+01 6.421000e-05
4.730000e-09 3.642000e+01 6.354000e-05
4.740000e-09 3.636000e+01 6.288000e-05
4.750000e-09 3.631000e+01 6.222000e-05
4.760000e-09 3.625000e+01 6.156000e-05
4.770000e-09 3.619000e+01 6.091000e-05
4.780000e-09 3.614000e+01 6.027000e-05
4.790000e-09 3.608000e+01 5.962000e-05
4.800000e-09 3.602000e+01 5.898000e-05
4.810000e-09 3.596000e+01 5.835000e-05
4.820000e-09 3.590000e+01 5.771000e-05
4.830000e-09 3.584000e+01 5.708000e-05
4.840000e-09 3.578000e+01 5.646000e-05
4.850000e-09 3.572000e+01 5.583000e-05
4.860000e-09 3.566000e+01 5.521000e-05
4.870000e-09 3.560000e+01 5.460000e-05
4.880000e-09 3.554000e+01 5.399000e-05
4.890000e-09 3.548000e+01 5.338000e-05
4.900000e-09 3.542000e+01 5.279000e-05
4.910000e-09 3.536000e+01 5.219000e-05
4.920000e-09 3.529000e+01 5.161000e-05
4.930000e-09 3.523000e+01 5.103000e-05
4.940000e-09 3.517000e+01 5.046000e-05
4.950000e-09 3.511000e+01 4.990000e-05
4.960000e-09 3.505000e+01 4.935000e-05
4.970000e-09 3.499000e+01 4.881000e-05
4.980000e-09 3.493000e+01 4.828000e-05
4.990000e-09 3.486000e+01 4.776000e-05
5.000000e-09 3.480000e+01 4.725000e-05
5.010000e-09 3.475000e+01 4.675000e-05
5.020000e-09 3.469000e+01 4.626000e-05
5.030000e-09 3.463000e+01 4.577000e-05
5.040000e-09 3.457000e+01 4.530000e-05
5.050000e-09 3.451000e+01 4.484000e-05
5.060000e-09 3.445000e+01 4.439000e-05
5.070000e-09 3.440000e+01 4.394000e-05
5.080000e-09 3.434000e+01 4.350000e-05
5.090000e-09 3.428000e+01 4.307000e-05
5.100000e-09 3.423000e+01 4.265000e-05
5.110000e-09 3.417000e+01 4.223000e-05
5.120000e-09 3.412000e+01 4.182000e-05
5.130000e-09 3.406000e+01 4.142000e-05
5.140000e-09 3.401000e+01 4.102000e-05
5.150000e-09 3.395000e+01 4.063000e-05
5.160000e-09 3.390000e+01 4.024000e-05
5.170000e-09 3.384000e+01 3.986000e-05
5.180000e-09 3.379000e+01 3.948000e-05
5.190000e-09 3.374000e+01 3.911000e-05
5.200000e-09 3.368000e+01 3.874000e-05
5.210000e-09 3.363000e+01 3.838000e-05
5.220000e-09 3.357000e+01 3.802000e-05
5.230000e-09 3.352000e+01 3.766000e-05
5.240000e-09 3.347000e+01 3.731000e-05
5.250000e-09 3.342000e+01 3.696000e-05
5.260000e-09 3.336000e+01 3.662000e-05
5.270000e-09 3.331000e+01 3.628000e-05
5.280000e-09 3.326000e+01 3.594000e-05
5.290000e-09 3.320000e+01 3.561000e-05
5.300000e-09 3.315000e+01 3.527000e-05
5.310000e-09 3.310000e+01 3.495000e-05
5.320000e-09 3.304000e+01 3.462000e-05
5.330000e-09 3.299000e+01 3.430000e-05
5.340000e-09 3.294000e+01 3.398000e-05
5.350000e-09 3.289000e+01 3.366000e-05
5.360000e-09 3.283000e+01 3.334000e-05
5.370000e-09 3.278000e+01 3.302000e-05
5.380000e-09 3.273000e+01 3.271000e-05
5.390000e-09 3.267000e+01 3.240000e-05
5.400000e-09 3.262000e+01 3.209000e-05
5.410000e-09 3.256000e+01 3.178000e-05
5.420000e-09 3.251000e+01 3.147000e-05
5.430000e-09 3.246000e+01 3.116000e-05
5.440000e-09 3.240000e+01 3.086000e-05
5.450000e-09 3.235000e+01 3.056000e-05
5.460000e-09 3.229000e+01 3.025000e-05
5.470000e-09 3.224000e+01 2.995000e-05
5.480000e-09 3.218000e+01 2.965000e-05
5.490000e-09 3.213000e+01 2.936000e-05
5.500000e-09 3.207000e+01 2.906000e-05
5.510000e-09 3.202000e+01 2.877000e-05
5.520000e-09 3.196000e+01 2.848000e-05
5.530000e-09 3.191000e+01 2.820000e-05
5.540000e-09 3.186000e+01 2.792000e-05
5.550000e-09 3.180000e+01 2.764000e-05
5.560000e-09 3.175000e+01 2.737000e-05
5.570000e-09 3.169000e+01 2.710000e-05
5.580000e-09 3.164000e+01 2.683000e-05
5.590000e-09 3.159000e+01 2.657000e-05
5.600000e-09 3.154000e+01 2.632000e-05
5.610000e-09 3.149000e+01 2.607000e-05
5.620000e-09 3.143000e+01 2.582000e-05
5.630000e-09 3.138000e+01 2.558000e-05
5.640000e-09 3.133000e+01 2.534000e-05
5.650000e-09 3.128000e+01 2.511000e-05
5.660000e-09 3.123000e+01 2.488000e-05
5.670000e-09 3.118000e+01 2.465000e-05
5.680000e-09 3.113000e+01 2.443000e-05
5.690000e-09 3.108000e+01 2.421000e-05
5.700000e-09 3.104000e+01 2.400000e-05
5.710000e-09 3.099000e+01 2.378000e-05
5.720000e-09 3.094000e+01 2.358000e-05
5.730000e-09 3.089000e+01 2.337000e-05
5.740000e-09 3.084000e+01 2.317000e-05
5.750000e-09 3.079000e+01 2.297000e-05
5.760000e-09 3.075000e+01 2.277000e-05
5.770000e-09 3.070000e+01 2.258000e-05
5.780000e-09 3.065000e+01 2.238000e-05
5.790000e-09 3.060000e+01 2.219000e-05
5.800000e-09 3.056000e+01 2.200000e-05
5.810000e-09 3.051000e+01 2.181000e-05
5.820000e-09 3.046000e+01 2.163000e-05
5.830000e-09 3.042000e+01 2.145000e-05
5.840000e-09 3.037000e+01 2.126000e-05
5.850000e-09 3.032000e+01 2.108000e-05
5.860000e-09 3.027000e+01 2.091000e-05
5.870000e-09 3.023000e+01 2.073000e-05
5.880000e-09 3.018000e+01 2.055000e-05
5.890000e-09 3.013000e+01 2.038000e-05
5.900000e-09 3.008000e+01 2.021000e-05
5.910000e-09 3.004000e+01 2.003000e-05
5.920000e-09 2.999000e+01 1.986000e-05
5.930000e-09 2.994000e+01 1.969000e-05
5.940000e-09 2.989000e+01 1.952000e-05
5.950000e-09 2.985000e+01 1.935000e-05
5.960000e-09 2.980000e+01 1.918000e-05
5.970000e-09 2.975000e+01 1.902000e-05
5.980000e-09 2.970000e+01 1.885000e-05
5.990000e-09 2.965000e+01 1.868000e-05
6.000000e-09 2.960000e+01 1.852000e-05
