time te rho
5.010000e-09 3.478000e+01 5.957000e-05
5.020000e-09 3.472000e+01 5.897000e-05
5.030000e-09 3.466000e+01 5.837000e-05
5.040000e-09 3.461000e+01 5.778000e-05
5.050000e-09 3.455000e+01 5.719000e-05
5.060000e-09 3.449000e+01 5.660000e-05
5.070000e-09 3.444000e+01 5.601000e-05
5.080000e-09 3.438000e+01 5.543000e-05
5.090000e-09 3.432000e+01 5.485000e-05
5.100000e-09 3.426000e+01 5.428000e-05
5.110000e-09 3.421000e+01 5.371000e-05
5.120000e-09 3.415000e+01 5.315000e-05
5.130000e-09 3.409000e+01 5.259000e-05
5.140000e-09 3.403000e+01 5.204000e-05
5.150000e-09 3.397000e+01 5.150000e-05
5.160000e-09 3.392000e+01 5.097000e-05
5.170000e-09 3.386000e+01 5.044000e-05
5.180000e-09 3.380000e+01 4.992000e-05
5.190000e-09 3.374000e+01 4.941000e-05
5.200000e-09 3.369000e+01 4.891000e-05
5.210000e-09 3.363000e+01 4.842000e-05
5.220000e-09 3.357000e+01 4.794000e-05
5.230000e-09 3.352000e+01 4.747000e-05
5.240000e-09 3.346000e+01 4.700000e-05
5.250000e-09 3.341000e+01 4.655000e-05
5.260000e-09 3.335000e+01 4.610000e-05
5.270000e-09 3.330000e+01 4.566000e-05
5.280000e-09 3.324000e+01 4.523000e-05
5.290000e-09 3.319000e+01 4.480000e-05
5.300000e-09 3.314000e+01 4.438000e-05
5.310000e-09 3.308000e+01 4.397000e-05
5.320000e-09 3.303000e+01 4.356000e-05
5.330000e-09 3.298000e+01 4.316000e-05
5.340000e-09 3.292000e+01 4.277000e-05
5.350000e-09 3.287000e+01 4.237000e-05
5.360000e-09 3.281000e+01 4.199000e-05
5.370000e-09 3.276000e+01 4.160000e-05
5.380000e-09 3.271000e+01 4.123000e-05
5.390000e-09 3.265000e+01 4.085000e-05
5.400000e-09 3.260000e+01 4.048000e-05
5.410000e-09 3.255000e+01 4.011000e-05
5.420000e-09 3.249000e+01 3.975000e-05
5.430000e-09 3.244000e+01 3.938000e-05
5.440000e-09 3.238000e+01 3.902000e-05
5.450000e-09 3.233000e+01 3.867000e-05
5.460000e-09 3.227000e+01 3.831000e-05
5.470000e-09 3.222000e+01 3.796000e-05
5.480000e-09 3.216000e+01 3.761000e-05
5.490000e-09 3.210000e+01 3.727000e-05
5.500000e-09 3.205000e+01 3.692000e-05
5.510000e-09 3.199000e+01 3.658000e-05
5.520000e-09 3.194000e+01 3.625000e-05
5.530000e-09 3.188000e+01 3.591000e-05
5.540000e-09 3.182000e+01 3.558000e-05
5.550000e-09 3.177000e+01 3.525000e-05
5.560000e-09 3.171000e+01 3.492000e-05
5.570000e-09 3.165000e+01 3.459000e-05
5.580000e-09 3.160000e+01 3.427000e-05
5.590000e-09 3.154000e+01 3.395000e-05
5.600000e-09 3.149000e+01 3.364000e-05
5.610000e-09 3.143000e+01 3.332000e-05
