time te rho
5.010000e-09 1.130000e+01 8.486000e-04
5.020000e-09 1.132000e+01 8.447000e-04
5.030000e-09 1.134000e+01 8.408000e-04
5.040000e-09 1.136000e+01 8.369000e-04
5.050000e-09 1.137000e+01 8.331000e-04
5.060000e-09 1.139000e+01 8.294000e-04
5.070000e-09 1.141000e+01 8.256000e-04
5.080000e-09 1.143000e+01 8.219000e-04
5.090000e-09 1.145000e+01 8.182000e-04
5.100000e-09 1.147000e+01 8.146000e-04
5.110000e-09 1.148000e+01 8.110000e-04
5.120000e-09 1.150000e+01 8.074000e-04
5.130000e-09 1.152000e+01 8.039000e-04
5.140000e-09 1.154000e+01 8.004000e-04
5.150000e-09 1.156000e+01 7.970000e-04
5.160000e-09 1.157000e+01 7.935000e-04
5.170000e-09 1.159000e+01 7.901000e-04
5.180000e-09 1.161000e+01 7.868000e-04
5.190000e-09 1.163000e+01 7.834000e-04
5.200000e-09 1.164000e+01 7.801000e-04
5.210000e-09 1.166000e+01 7.769000e-04
5.220000e-09 1.168000e+01 7.736000e-04
5.230000e-09 1.170000e+01 7.704000e-04
5.240000e-09 1.171000e+01 7.672000e-04
5.250000e-09 1.173000e+01 7.641000e-04
5.260000e-09 1.175000e+01 7.609000e-04
5.270000e-09 1.177000e+01 7.578000e-04
5.280000e-09 1.178000e+01 7.547000e-04
5.290000e-09 1.180000e+01 7.517000e-04
5.300000e-09 1.182000e+01 7.486000e-04
5.310000e-09 1.183000e+01 7.456000e-04
5.320000e-09 1.185000e+01 7.425000e-04
5.330000e-09 1.187000e+01 7.395000e-04
5.340000e-09 1.188000e+01 7.365000e-04
5.350000e-09 1.190000e+01 7.336000e-04
5.360000e-09 1.191000e+01 7.306000e-04
5.370000e-09 1.193000e+01 7.276000e-04
5.380000e-09 1.195000e+01 7.247000e-04
5.390000e-09 1.196000e+01 7.217000e-04
5.400000e-09 1.198000e+01 7.188000e-04
5.410000e-09 1.199000e+01 7.158000e-04
5.420000e-09 1.201000e+01 7.129000e-04
5.430000e-09 1.202000e+01 7.100000e-04
5.440000e-09 1.204000e+01 7.070000e-04
5.450000e-09 1.205000e+01 7.041000e-04
5.460000e-09 1.207000e+01 7.012000e-04
5.470000e-09 1.208000e+01 6.982000e-04
5.480000e-09 1.210000e+01 6.953000e-04
5.490000e-09 1.211000e+01 6.924000e-04
5.500000e-09 1.213000e+01 6.895000e-04
5.510000e-09 1.214000e+01 6.865000e-04
5.520000e-09 1.216000e+01 6.836000e-04
5.530000e-09 1.217000e+01 6.807000e-04
5.540000e-09 1.218000e+01 6.777000e-04
5.550000e-09 1.220000e+01 6.748000e-04
5.560000e-09 1.221000e+01 6.719000e-04
5.570000e-09 1.223000e+01 6.690000e-04
5.580000e-09 1.224000e+01 6.660000e-04
5.590000e-09 1.225000e+01 6.631000e-04
5.600000e-09 1.227000e+01 6.602000e-04
5.610000e-09 1.228000e+01 6.572000e-04
5.620000e-09 1.229000e+01 6.543000e-04
5.630000e-09 1.231000e+01 6.514000e-04
5.640000e-09 1.232000e+01 6.484000e-04
5.650000e-09 1.233000e+01 6.455000e-04
5.660000e-09 1.234000e+01 6.426000e-04
5.670000e-09 1.236000e+01 6.397000e-04
5.680000e-09 1.237000e+01 6.367000e-04
5.690000e-09 1.238000e+01 6.338000e-04
5.700000e-09 1.239000e+01 6.309000e-04
5.710000e-09 1.241000e+01 6.280000e-04
5.720000e-09 1.242000e+01 6.251000e-04
5.730000e-09 1.243000e+01 6.222000e-04
5.740000e-09 1.244000e+01 6.192000e-04
