time te rho
5.010000e-09 3.936000e+01 1.105000e-04
5.020000e-09 3.932000e+01 1.096000e-04
5.030000e-09 3.927000e+01 1.088000e-04
5.040000e-09 3.923000e+01 1.080000e-04
5.050000e-09 3.918000e+01 1.071000e-04
5.060000e-09 3.914000e+01 1.063000e-04
5.070000e-09 3.909000e+01 1.055000e-04
5.080000e-09 3.905000e+01 1.047000e-04
5.090000e-09 3.900000e+01 1.040000e-04
5.100000e-09 3.896000e+01 1.032000e-04
5.110000e-09 3.891000e+01 1.024000e-04
5.120000e-09 3.887000e+01 1.017000e-04
5.130000e-09 3.882000e+01 1.009000e-04
5.140000e-09 3.878000e+01 1.002000e-04
5.150000e-09 3.873000e+01 9.943000e-05
5.160000e-09 3.869000e+01 9.870000e-05
5.170000e-09 3.864000e+01 9.797000e-05
5.180000e-09 3.860000e+01 9.726000e-05
5.190000e-09 3.855000e+01 9.654000e-05
5.200000e-09 3.851000e+01 9.583000e-05
5.210000e-09 3.846000e+01 9.513000e-05
5.220000e-09 3.842000e+01 9.444000e-05
5.230000e-09 3.837000e+01 9.374000e-05
5.240000e-09 3.833000e+01 9.306000e-05
5.250000e-09 3.828000e+01 9.238000e-05
5.260000e-09 3.823000e+01 9.170000e-05
5.270000e-09 3.819000e+01 9.103000e-05
5.280000e-09 3.814000e+01 9.036000e-05
5.290000e-09 3.810000e+01 8.970000e-05
5.300000e-09 3.805000e+01 8.905000e-05
5.310000e-09 3.800000e+01 8.840000e-05
5.320000e-09 3.796000e+01 8.775000e-05
5.330000e-09 3.791000e+01 8.711000e-05
5.340000e-09 3.786000e+01 8.647000e-05
5.350000e-09 3.782000e+01 8.584000e-05
5.360000e-09 3.777000e+01 8.521000e-05
5.370000e-09 3.772000e+01 8.459000e-05
5.380000e-09 3.767000e+01 8.397000e-05
5.390000e-09 3.763000e+01 8.336000e-05
5.400000e-09 3.758000e+01 8.275000e-05
5.410000e-09 3.753000e+01 8.214000e-05
5.420000e-09 3.748000e+01 8.154000e-05
5.430000e-09 3.743000e+01 8.094000e-05
5.440000e-09 3.738000e+01 8.035000e-05
5.450000e-09 3.733000e+01 7.976000e-05
5.460000e-09 3.728000e+01 7.917000e-05
5.470000e-09 3.723000e+01 7.858000e-05
5.480000e-09 3.718000e+01 7.800000e-05
5.490000e-09 3.713000e+01 7.741000e-05
5.500000e-09 3.708000e+01 7.683000e-05
5.510000e-09 3.703000e+01 7.626000e-05
5.520000e-09 3.698000e+01 7.568000e-05
5.530000e-09 3.693000e+01 7.510000e-05
5.540000e-09 3.687000e+01 7.453000e-05
5.550000e-09 3.682000e+01 7.395000e-05
5.560000e-09 3.677000e+01 7.338000e-05
5.570000e-09 3.671000e+01 7.280000e-05
5.580000e-09 3.666000e+01 7.223000e-05
5.590000e-09 3.660000e+01 7.166000e-05
5.600000e-09 3.655000e+01 7.109000e-05
5.610000e-09 3.649000e+01 7.051000e-05
5.620000e-09 3.643000e+01 6.995000e-05
5.630000e-09 3.638000e+01 6.938000e-05
5.640000e-09 3.632000e+01 6.881000e-05
5.650000e-09 3.626000e+01 6.825000e-05
5.660000e-09 3.621000e+01 6.769000e-05
5.670000e-09 3.615000e+01 6.714000e-05
5.680000e-09 3.609000e+01 6.659000e-05
5.690000e-09 3.603000e+01 6.604000e-05
5.700000e-09 3.598000e+01 6.551000e-05
5.710000e-09 3.592000e+01 6.497000e-05
5.720000e-09 3.586000e+01 6.445000e-05
5.730000e-09 3.581000e+01 6.393000e-05
5.740000e-09 3.575000e+01 6.342000e-05
5.750000e-09 3.569000e+01 6.292000e-05
5.760000e-09 3.564000e+01 6.242000e-05
5.770000e-09 3.558000e+01 6.194000e-05
5.780000e-09 3.553000e+01 6.146000e-05
5.790000e-09 3.547000e+01 6.098000e-05
5.800000e-09 3.542000e+01 6.052000e-05
5.810000e-09 3.536000e+01 6.006000e-05
5.820000e-09 3.531000e+01 5.961000e-05
5.830000e-09 3.525000e+01 5.916000e-05
5.840000e-09 3.520000e+01 5.872000e-05
5.850000e-09 3.514000e+01 5.829000e-05
5.860000e-09 3.509000e+01 5.786000e-05
5.870000e-09 3.504000e+01 5.744000e-05
5.880000e-09 3.498000e+01 5.702000e-05
5.890000e-09 3.493000e+01 5.660000e-05
5.900000e-09 3.488000e+01 5.619000e-05
5.910000e-09 3.482000e+01 5.579000e-05
5.920000e-09 3.477000e+01 5.539000e-05
5.930000e-09 3.471000e+01 5.499000e-05
5.940000e-09 3.466000e+01 5.459000e-05
5.950000e-09 3.461000e+01 5.420000e-05
5.960000e-09 3.455000e+01 5.381000e-05
5.970000e-09 3.450000e+01 5.343000e-05
5.980000e-09 3.444000e+01 5.304000e-05
5.990000e-09 3.439000e+01 5.267000e-05
