time te rho
2.010000e-09 3.893000e+00 1.292000e-02
2.020000e-09 3.973000e+00 1.284000e-02
2.030000e-09 4.054000e+00 1.275000e-02
2.040000e-09 4.136000e+00 1.266000e-02
2.050000e-09 4.221000e+00 1.257000e-02
2.060000e-09 4.306000e+00 1.248000e-02
2.070000e-09 4.393000e+00 1.238000e-02
2.080000e-09 4.482000e+00 1.227000e-02
2.090000e-09 4.573000e+00 1.217000e-02
2.100000e-09 4.665000e+00 1.205000e-02
2.110000e-09 4.760000e+00 1.193000e-02
2.120000e-09 4.857000e+00 1.181000e-02
2.130000e-09 4.957000e+00 1.168000e-02
2.140000e-09 5.059000e+00 1.154000e-02
2.150000e-09 5.163000e+00 1.140000e-02
2.160000e-09 5.271000e+00 1.126000e-02
2.170000e-09 5.381000e+00 1.111000e-02
2.180000e-09 5.494000e+00 1.096000e-02
2.190000e-09 5.610000e+00 1.080000e-02
2.200000e-09 5.729000e+00 1.064000e-02
2.210000e-09 5.850000e+00 1.048000e-02
2.220000e-09 5.975000e+00 1.032000e-02
2.230000e-09 6.102000e+00 1.016000e-02
2.240000e-09 6.232000e+00 1.000000e-02
2.250000e-09 6.364000e+00 9.837000e-03
2.260000e-09 6.499000e+00 9.674000e-03
2.270000e-09 6.636000e+00 9.510000e-03
2.280000e-09 6.776000e+00 9.346000e-03
2.290000e-09 6.918000e+00 9.182000e-03
2.300000e-09 7.062000e+00 9.018000e-03
2.310000e-09 7.209000e+00 8.854000e-03
2.320000e-09 7.357000e+00 8.689000e-03
2.330000e-09 7.508000e+00 8.524000e-03
2.340000e-09 7.661000e+00 8.358000e-03
2.350000e-09 7.816000e+00 8.192000e-03
2.360000e-09 7.973000e+00 8.026000e-03
2.370000e-09 8.132000e+00 7.859000e-03
2.380000e-09 8.294000e+00 7.692000e-03
2.390000e-09 8.457000e+00 7.524000e-03
2.400000e-09 8.623000e+00 7.356000e-03
2.410000e-09 8.791000e+00 7.189000e-03
2.420000e-09 8.962000e+00 7.021000e-03
2.430000e-09 9.134000e+00 6.854000e-03
2.440000e-09 9.308000e+00 6.688000e-03
2.450000e-09 9.484000e+00 6.523000e-03
2.460000e-09 9.662000e+00 6.359000e-03
2.470000e-09 9.842000e+00 6.197000e-03
2.480000e-09 1.002000e+01 6.038000e-03
2.490000e-09 1.021000e+01 5.881000e-03
2.500000e-09 1.039000e+01 5.726000e-03
2.510000e-09 1.057000e+01 5.575000e-03
2.520000e-09 1.076000e+01 5.427000e-03
2.530000e-09 1.094000e+01 5.283000e-03
2.540000e-09 1.113000e+01 5.143000e-03
2.550000e-09 1.132000e+01 5.007000e-03
2.560000e-09 1.150000e+01 4.875000e-03
2.570000e-09 1.169000e+01 4.748000e-03
2.580000e-09 1.188000e+01 4.625000e-03
2.590000e-09 1.206000e+01 4.507000e-03
2.600000e-09 1.225000e+01 4.393000e-03
2.610000e-09 1.243000e+01 4.285000e-03
2.620000e-09 1.262000e+01 4.181000e-03
2.630000e-09 1.280000e+01 4.081000e-03
2.640000e-09 1.298000e+01 3.986000e-03
2.650000e-09 1.316000e+01 3.895000e-03
2.660000e-09 1.334000e+01 3.809000e-03
2.670000e-09 1.352000e+01 3.727000e-03
2.680000e-09 1.370000e+01 3.648000e-03
