time te rho
5.010000e-09 7.518000e+00 3.391000e-03
5.020000e-09 7.550000e+00 3.370000e-03
5.030000e-09 7.581000e+00 3.349000e-03
5.040000e-09 7.612000e+00 3.329000e-03
5.050000e-09 7.644000e+00 3.308000e-03
5.060000e-09 7.675000e+00 3.288000e-03
5.070000e-09 7.706000e+00 3.268000e-03
5.080000e-09 7.737000e+00 3.249000e-03
5.090000e-09 7.767000e+00 3.229000e-03
5.100000e-09 7.798000e+00 3.210000e-03
5.110000e-09 7.829000e+00 3.192000e-03
5.120000e-09 7.859000e+00 3.173000e-03
5.130000e-09 7.890000e+00 3.155000e-03
5.140000e-09 7.921000e+00 3.136000e-03
5.150000e-09 7.952000e+00 3.118000e-03
5.160000e-09 7.982000e+00 3.100000e-03
5.170000e-09 8.013000e+00 3.083000e-03
5.180000e-09 8.044000e+00 3.065000e-03
5.190000e-09 8.075000e+00 3.048000e-03
5.200000e-09 8.107000e+00 3.031000e-03
5.210000e-09 8.138000e+00 3.014000e-03
5.220000e-09 8.170000e+00 2.997000e-03
5.230000e-09 8.202000e+00 2.980000e-03
5.240000e-09 8.234000e+00 2.964000e-03
5.250000e-09 8.266000e+00 2.947000e-03
5.260000e-09 8.299000e+00 2.931000e-03
5.270000e-09 8.331000e+00 2.915000e-03
5.280000e-09 8.364000e+00 2.899000e-03
5.290000e-09 8.398000e+00 2.883000e-03
5.300000e-09 8.431000e+00 2.867000e-03
5.310000e-09 8.465000e+00 2.851000e-03
5.320000e-09 8.499000e+00 2.836000e-03
5.330000e-09 8.533000e+00 2.821000e-03
5.340000e-09 8.568000e+00 2.805000e-03
5.350000e-09 8.603000e+00 2.790000e-03
5.360000e-09 8.638000e+00 2.775000e-03
5.370000e-09 8.673000e+00 2.761000e-03
5.380000e-09 8.708000e+00 2.746000e-03
5.390000e-09 8.744000e+00 2.732000e-03
5.400000e-09 8.780000e+00 2.717000e-03
5.410000e-09 8.815000e+00 2.703000e-03
5.420000e-09 8.851000e+00 2.689000e-03
5.430000e-09 8.888000e+00 2.675000e-03
5.440000e-09 8.924000e+00 2.661000e-03
5.450000e-09 8.960000e+00 2.647000e-03
5.460000e-09 8.997000e+00 2.633000e-03
5.470000e-09 9.033000e+00 2.620000e-03
5.480000e-09 9.069000e+00 2.606000e-03
5.490000e-09 9.106000e+00 2.593000e-03
5.500000e-09 9.143000e+00 2.580000e-03
5.510000e-09 9.179000e+00 2.567000e-03
5.520000e-09 9.216000e+00 2.554000e-03
5.530000e-09 9.252000e+00 2.541000e-03
5.540000e-09 9.289000e+00 2.528000e-03
5.550000e-09 9.325000e+00 2.515000e-03
5.560000e-09 9.361000e+00 2.503000e-03
5.570000e-09 9.398000e+00 2.490000e-03
5.580000e-09 9.434000e+00 2.478000e-03
5.590000e-09 9.470000e+00 2.465000e-03
5.600000e-09 9.507000e+00 2.453000e-03
5.610000e-09 9.543000e+00 2.441000e-03
5.620000e-09 9.579000e+00 2.429000e-03
5.630000e-09 9.615000e+00 2.417000e-03
5.640000e-09 9.651000e+00 2.405000e-03
5.650000e-09 9.687000e+00 2.393000e-03
5.660000e-09 9.723000e+00 2.382000e-03
5.670000e-09 9.759000e+00 2.370000e-03
5.680000e-09 9.794000e+00 2.359000e-03
5.690000e-09 9.830000e+00 2.347000e-03
5.700000e-09 9.866000e+00 2.336000e-03
5.710000e-09 9.902000e+00 2.325000e-03
5.720000e-09 9.937000e+00 2.314000e-03
5.730000e-09 9.973000e+00 2.303000e-03
5.740000e-09 1.001000e+01 2.292000e-03
5.750000e-09 1.004000e+01 2.281000e-03
5.760000e-09 1.008000e+01 2.270000e-03
5.770000e-09 1.012000e+01 2.260000e-03
5.780000e-09 1.015000e+01 2.249000e-03
5.790000e-09 1.019000e+01 2.239000e-03
5.800000e-09 1.022000e+01 2.228000e-03
5.810000e-09 1.026000e+01 2.218000e-03
