time te rho
4.010000e-09 1.651000e+01 2.382000e-04
4.020000e-09 1.658000e+01 2.349000e-04
4.030000e-09 1.665000e+01 2.316000e-04
4.040000e-09 1.672000e+01 2.283000e-04
4.050000e-09 1.679000e+01 2.251000e-04
4.060000e-09 1.686000e+01 2.219000e-04
4.070000e-09 1.693000e+01 2.187000e-04
4.080000e-09 1.700000e+01 2.156000e-04
4.090000e-09 1.707000e+01 2.125000e-04
4.100000e-09 1.714000e+01 2.094000e-04
4.110000e-09 1.721000e+01 2.064000e-04
4.120000e-09 1.728000e+01 2.034000e-04
4.130000e-09 1.735000e+01 2.004000e-04
4.140000e-09 1.741000e+01 1.975000e-04
4.150000e-09 1.748000e+01 1.946000e-04
4.160000e-09 1.755000e+01 1.917000e-04
4.170000e-09 1.762000e+01 1.889000e-04
4.180000e-09 1.768000e+01 1.861000e-04
4.190000e-09 1.775000e+01 1.833000e-04
4.200000e-09 1.781000e+01 1.806000e-04
4.210000e-09 1.787000e+01 1.779000e-04
4.220000e-09 1.794000e+01 1.752000e-04
4.230000e-09 1.800000e+01 1.726000e-04
4.240000e-09 1.806000e+01 1.700000e-04
4.250000e-09 1.812000e+01 1.675000e-04
4.260000e-09 1.818000e+01 1.650000e-04
4.270000e-09 1.823000e+01 1.625000e-04
4.280000e-09 1.829000e+01 1.600000e-04
4.290000e-09 1.834000e+01 1.576000e-04
4.300000e-09 1.839000e+01 1.553000e-04
4.310000e-09 1.844000e+01 1.530000e-04
4.320000e-09 1.849000e+01 1.507000e-04
4.330000e-09 1.853000e+01 1.484000e-04
4.340000e-09 1.858000e+01 1.462000e-04
4.350000e-09 1.862000e+01 1.440000e-04
4.360000e-09 1.866000e+01 1.419000e-04
4.370000e-09 1.869000e+01 1.398000e-04
4.380000e-09 1.873000e+01 1.377000e-04
4.390000e-09 1.877000e+01 1.357000e-04
4.400000e-09 1.880000e+01 1.337000e-04
4.410000e-09 1.884000e+01 1.317000e-04
4.420000e-09 1.887000e+01 1.297000e-04
4.430000e-09 1.891000e+01 1.278000e-04
4.440000e-09 1.895000e+01 1.259000e-04
4.450000e-09 1.899000e+01 1.240000e-04
4.460000e-09 1.903000e+01 1.221000e-04
4.470000e-09 1.907000e+01 1.203000e-04
4.480000e-09 1.912000e+01 1.184000e-04
4.490000e-09 1.917000e+01 1.166000e-04
4.500000e-09 1.922000e+01 1.148000e-04
4.510000e-09 1.927000e+01 1.130000e-04
4.520000e-09 1.933000e+01 1.112000e-04
4.530000e-09 1.939000e+01 1.094000e-04
4.540000e-09 1.944000e+01 1.077000e-04
4.550000e-09 1.951000e+01 1.059000e-04
4.560000e-09 1.957000e+01 1.042000e-04
4.570000e-09 1.963000e+01 1.025000e-04
4.580000e-09 1.969000e+01 1.009000e-04
4.590000e-09 1.976000e+01 9.923000e-05
4.600000e-09 1.982000e+01 9.761000e-05
4.610000e-09 1.988000e+01 9.602000e-05
4.620000e-09 1.994000e+01 9.446000e-05
4.630000e-09 2.000000e+01 9.292000e-05
4.640000e-09 2.005000e+01 9.142000e-05
4.650000e-09 2.011000e+01 8.994000e-05
4.660000e-09 2.016000e+01 8.850000e-05
4.670000e-09 2.021000e+01 8.708000e-05
4.680000e-09 2.026000e+01 8.569000e-05
4.690000e-09 2.030000e+01 8.432000e-05
4.700000e-09 2.034000e+01 8.299000e-05
4.710000e-09 2.038000e+01 8.168000e-05
4.720000e-09 2.042000e+01 8.040000e-05
4.730000e-09 2.046000e+01 7.914000e-05
4.740000e-09 2.050000e+01 7.790000e-05
4.750000e-09 2.053000e+01 7.669000e-05
4.760000e-09 2.056000e+01 7.550000e-05
4.770000e-09 2.060000e+01 7.434000e-05
4.780000e-09 2.063000e+01 7.319000e-05
4.790000e-09 2.066000e+01 7.206000e-05
4.800000e-09 2.068000e+01 7.096000e-05
4.810000e-09 2.071000e+01 6.987000e-05
4.820000e-09 2.074000e+01 6.880000e-05
4.830000e-09 2.077000e+01 6.775000e-05
4.840000e-09 2.079000e+01 6.672000e-05
4.850000e-09 2.082000e+01 6.571000e-05
4.860000e-09 2.084000e+01 6.471000e-05
4.870000e-09 2.086000e+01 6.373000e-05
4.880000e-09 2.089000e+01 6.277000e-05
4.890000e-09 2.091000e+01 6.182000e-05
4.900000e-09 2.093000e+01 6.089000e-05
4.910000e-09 2.095000e+01 5.998000e-05
4.920000e-09 2.097000e+01 5.908000e-05
4.930000e-09 2.099000e+01 5.819000e-05
4.940000e-09 2.101000e+01 5.733000e-05
4.950000e-09 2.103000e+01 5.647000e-05
4.960000e-09 2.105000e+01 5.563000e-05
4.970000e-09 2.107000e+01 5.480000e-05
4.980000e-09 2.109000e+01 5.399000e-05
4.990000e-09 2.111000e+01 5.319000e-05
5.000000e-09 2.112000e+01 5.241000e-05
5.010000e-09 2.114000e+01 5.163000e-05
5.020000e-09 2.115000e+01 5.087000e-05
5.030000e-09 2.117000e+01 5.013000e-05
5.040000e-09 2.119000e+01 4.939000e-05
5.050000e-09 2.120000e+01 4.867000e-05
5.060000e-09 2.121000e+01 4.796000e-05
5.070000e-09 2.123000e+01 4.726000e-05
5.080000e-09 2.124000e+01 4.657000e-05
5.090000e-09 2.126000e+01 4.590000e-05
5.100000e-09 2.127000e+01 4.524000e-05
5.110000e-09 2.128000e+01 4.458000e-05
5.120000e-09 2.129000e+01 4.394000e-05
5.130000e-09 2.130000e+01 4.331000e-05
5.140000e-09 2.131000e+01 4.269000e-05
