time te rho
5.010000e-09 9.379000e+00 3.131000e-03
5.020000e-09 9.431000e+00 3.110000e-03
5.030000e-09 9.483000e+00 3.088000e-03
5.040000e-09 9.534000e+00 3.067000e-03
5.050000e-09 9.586000e+00 3.047000e-03
5.060000e-09 9.638000e+00 3.026000e-03
5.070000e-09 9.690000e+00 3.007000e-03
5.080000e-09 9.742000e+00 2.987000e-03
5.090000e-09 9.795000e+00 2.968000e-03
5.100000e-09 9.847000e+00 2.949000e-03
5.110000e-09 9.900000e+00 2.931000e-03
5.120000e-09 9.952000e+00 2.912000e-03
5.130000e-09 1.001000e+01 2.894000e-03
5.140000e-09 1.006000e+01 2.877000e-03
5.150000e-09 1.011000e+01 2.859000e-03
5.160000e-09 1.016000e+01 2.842000e-03
5.170000e-09 1.022000e+01 2.825000e-03
5.180000e-09 1.027000e+01 2.808000e-03
5.190000e-09 1.032000e+01 2.791000e-03
5.200000e-09 1.038000e+01 2.775000e-03
5.210000e-09 1.043000e+01 2.758000e-03
5.220000e-09 1.049000e+01 2.742000e-03
5.230000e-09 1.054000e+01 2.726000e-03
5.240000e-09 1.059000e+01 2.710000e-03
5.250000e-09 1.065000e+01 2.694000e-03
5.260000e-09 1.070000e+01 2.679000e-03
5.270000e-09 1.076000e+01 2.663000e-03
5.280000e-09 1.081000e+01 2.648000e-03
5.290000e-09 1.086000e+01 2.633000e-03
5.300000e-09 1.092000e+01 2.617000e-03
5.310000e-09 1.097000e+01 2.602000e-03
5.320000e-09 1.103000e+01 2.587000e-03
5.330000e-09 1.108000e+01 2.573000e-03
5.340000e-09 1.113000e+01 2.558000e-03
5.350000e-09 1.119000e+01 2.543000e-03
5.360000e-09 1.124000e+01 2.529000e-03
5.370000e-09 1.129000e+01 2.514000e-03
5.380000e-09 1.135000e+01 2.500000e-03
5.390000e-09 1.140000e+01 2.486000e-03
5.400000e-09 1.146000e+01 2.472000e-03
5.410000e-09 1.151000e+01 2.457000e-03
5.420000e-09 1.156000e+01 2.443000e-03
5.430000e-09 1.162000e+01 2.430000e-03
5.440000e-09 1.167000e+01 2.416000e-03
5.450000e-09 1.172000e+01 2.402000e-03
5.460000e-09 1.178000e+01 2.388000e-03
5.470000e-09 1.183000e+01 2.375000e-03
5.480000e-09 1.188000e+01 2.361000e-03
5.490000e-09 1.194000e+01 2.348000e-03
5.500000e-09 1.199000e+01 2.335000e-03
5.510000e-09 1.204000e+01 2.321000e-03
5.520000e-09 1.209000e+01 2.308000e-03
5.530000e-09 1.215000e+01 2.295000e-03
5.540000e-09 1.220000e+01 2.282000e-03
5.550000e-09 1.225000e+01 2.269000e-03
5.560000e-09 1.230000e+01 2.256000e-03
5.570000e-09 1.236000e+01 2.243000e-03
5.580000e-09 1.241000e+01 2.231000e-03
5.590000e-09 1.246000e+01 2.218000e-03
5.600000e-09 1.251000e+01 2.205000e-03
5.610000e-09 1.256000e+01 2.193000e-03
5.620000e-09 1.262000e+01 2.180000e-03
5.630000e-09 1.267000e+01 2.168000e-03
5.640000e-09 1.272000e+01 2.155000e-03
5.650000e-09 1.277000e+01 2.143000e-03
5.660000e-09 1.282000e+01 2.131000e-03
5.670000e-09 1.287000e+01 2.118000e-03
5.680000e-09 1.292000e+01 2.106000e-03
5.690000e-09 1.297000e+01 2.094000e-03
5.700000e-09 1.302000e+01 2.082000e-03
5.710000e-09 1.307000e+01 2.070000e-03
5.720000e-09 1.312000e+01 2.058000e-03
5.730000e-09 1.317000e+01 2.047000e-03
5.740000e-09 1.322000e+01 2.035000e-03
5.750000e-09 1.327000e+01 2.023000e-03
5.760000e-09 1.332000e+01 2.011000e-03
5.770000e-09 1.337000e+01 2.000000e-03
5.780000e-09 1.341000e+01 1.988000e-03
5.790000e-09 1.346000e+01 1.977000e-03
5.800000e-09 1.351000e+01 1.965000e-03
5.810000e-09 1.356000e+01 1.954000e-03
5.820000e-09 1.360000e+01 1.942000e-03
5.830000e-09 1.365000e+01 1.931000e-03
5.840000e-09 1.370000e+01 1.920000e-03
5.850000e-09 1.375000e+01 1.909000e-03
5.860000e-09 1.379000e+01 1.897000e-03
5.870000e-09 1.384000e+01 1.886000e-03
5.880000e-09 1.388000e+01 1.875000e-03
5.890000e-09 1.393000e+01 1.864000e-03
5.900000e-09 1.397000e+01 1.853000e-03
5.910000e-09 1.402000e+01 1.842000e-03
5.920000e-09 1.406000e+01 1.831000e-03
5.930000e-09 1.411000e+01 1.820000e-03
5.940000e-09 1.415000e+01 1.809000e-03
5.950000e-09 1.420000e+01 1.799000e-03
5.960000e-09 1.424000e+01 1.788000e-03
5.970000e-09 1.428000e+01 1.777000e-03
5.980000e-09 1.433000e+01 1.766000e-03
5.990000e-09 1.437000e+01 1.756000e-03
6.000000e-09 1.441000e+01 1.745000e-03
6.010000e-09 1.445000e+01 1.734000e-03
6.020000e-09 1.449000e+01 1.724000e-03
6.030000e-09 1.453000e+01 1.713000e-03
6.040000e-09 1.458000e+01 1.702000e-03
6.050000e-09 1.462000e+01 1.692000e-03
6.060000e-09 1.466000e+01 1.681000e-03
6.070000e-09 1.470000e+01 1.671000e-03
6.080000e-09 1.474000e+01 1.660000e-03
6.090000e-09 1.477000e+01 1.650000e-03
6.100000e-09 1.481000e+01 1.640000e-03
6.110000e-09 1.485000e+01 1.629000e-03
6.120000e-09 1.489000e+01 1.619000e-03
6.130000e-09 1.493000e+01 1.609000e-03
6.140000e-09 1.497000e+01 1.598000e-03
6.150000e-09 1.500000e+01 1.588000e-03
6.160000e-09 1.504000e+01 1.578000e-03
6.170000e-09 1.508000e+01 1.567000e-03
6.180000e-09 1.511000e+01 1.557000e-03
6.190000e-09 1.515000e+01 1.547000e-03
6.200000e-09 1.518000e+01 1.537000e-03
6.210000e-09 1.522000e+01 1.527000e-03
6.220000e-09 1.525000e+01 1.517000e-03
6.230000e-09 1.529000e+01 1.507000e-03
6.240000e-09 1.532000e+01 1.497000e-03
6.250000e-09 1.536000e+01 1.487000e-03
6.260000e-09 1.539000e+01 1.477000e-03
6.270000e-09 1.542000e+01 1.468000e-03
6.280000e-09 1.546000e+01 1.458000e-03
6.290000e-09 1.549000e+01 1.448000e-03
6.300000e-09 1.552000e+01 1.439000e-03
6.310000e-09 1.555000e+01 1.429000e-03
6.320000e-09 1.558000e+01 1.420000e-03
